step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,customer_id,account_age_days,high_risk_country,billing_country,is_disposable_email,customer_name,billing_city,email,is_new_device,shipping_billing_mismatch,num_failed_payment_attempts,browser,device_os,device_id,ip_billing_distance_km,hour_of_day,day_index,is_night,account_txn_total,account_txn_index,time_since_last_hours,txn_count_last_24h
163,CASH_OUT,244.53,C670563861,21894.86,21650.33,C357594065,4330.51,4575.04,0,0,U190673,130,0,GB,0,Victoria Leon,Williamsside,victoriarubio@outlook.com,1,0,0,Opera,iOS,D46976795,340.5,19,6,0,1,0,-1,0
664,CASH_OUT,1304.6,C971653508,13985.12,12680.52,C484989397,4334.75,5639.35,0,0,U2892,201,0,PH,0,Deanna Jones,East Kathrynchester,victorfischer@proton.me,0,0,0,Chrome,iOS,D22206018,384.1,16,27,0,2,0,-1,0
372,PAYMENT,14814.46,C985719883,9863.97,0.0,M153062989,0.0,0.0,0,0,U159920,196,0,GB,0,Daniel Shah,Hansenmouth,jamesphillips@yahoo.com,1,0,0,Firefox,Windows,D89622910,56.5,12,15,0,1,0,-1,0
317,TRANSFER,4435.41,C371466975,10650.19,6214.78,C549743942,17292.3,21727.71,0,0,U27564,554,0,IN,0,Stephanie Nelson,Deannaport,proberts@yahoo.com,0,0,0,Opera,iOS,D30333220,97.3,5,13,1,2,0,-1,0
420,PAYMENT,15236.77,C857869974,38351.61,23114.84,M384029671,0.0,0.0,0,0,U121526,123,0,DE,0,Troy Kaiser,Lake Kimberly,jessicamckenzie@icloud.com,0,0,0,Chrome,Windows,D33749039,46.0,12,17,0,1,0,-1,0
743,TRANSFER,2136.56,C829291459,29157.69,27021.13,C417795123,4612.16,6748.72,0,0,U158041,441,0,GB,0,Cassandra Miller,Brownside,alexismorris@proton.me,0,0,0,Edge,Linux,D79689594,83.8,23,30,0,1,0,-1,0
198,CASH_IN,1948.96,C900546927,39683.68,41632.64,C995009513,2493.63,4442.59,0,0,U127263,89,0,FR,0,Timothy Leon,Timothyside,carlymarshall@icloud.com,0,0,0,Chrome,Android,D78170734,136.4,6,8,0,1,0,-1,0
328,PAYMENT,7279.9,C371499150,22320.32,15040.42,M251856982,0.0,0.0,0,0,U109340,313,0,DE,1,Charles Brown,West Michaelview,cynthia19@mailinator.com,0,1,0,Opera,Linux,D17321972,81.5,16,13,0,2,1,324,0
6,PAYMENT,37870.11,C527584811,4234.19,0.0,M161270444,0.0,0.0,0,0,U65392,455,0,BR,0,Corey Davis,West Kaylaborough,xterrell@proton.me,0,0,0,Opera,macOS,D78470671,32.1,6,0,0,1,0,-1,0
674,PAYMENT,3999.02,C815805314,2181.94,0.0,M319648358,0.0,0.0,0,0,U52481,1307,1,RU,0,David Harris,Lake Michelle,dcooper@hotmail.com,0,0,0,Firefox,macOS,D69813258,596.0,2,28,1,2,1,423,0
153,PAYMENT,2191.41,C727095461,5305.34,3113.93,M279639014,0.0,0.0,0,0,U170536,2119,0,BR,0,Jasmine Manning,Guerraville,edward67@yahoo.com,0,0,0,Opera,Windows,D85204387,161.7,9,6,0,1,0,-1,0
208,CASH_OUT,3884.85,C243944432,84460.63,80575.78,C582156601,8254.69,12139.54,0,0,U163235,60,0,DE,0,Jennifer Gregory,Perezstad,kellerdouglas@gmail.com,0,0,0,Firefox,Linux,D87116398,254.1,16,8,0,2,0,-1,0
351,PAYMENT,3367.78,C608326362,5919.85,2552.07,M862732074,0.0,0.0,0,0,U26577,333,0,US,0,Vincent Morales,Alexanderton,tanya08@gmail.com,1,0,0,Samsung Internet,Windows,D50508330,132.6,15,14,0,1,0,-1,0
497,TRANSFER,3410.05,C118674920,7142.5,3732.45,C243350619,3832.54,7242.59,0,0,U195352,723,0,BR,0,Sonya Moyer,West Jason,agay@proton.me,1,0,0,Samsung Internet,iOS,D66799976,92.2,17,20,0,2,1,377,0
194,PAYMENT,5882.1,C839908397,7269.86,1387.76,M992474381,0.0,0.0,0,0,U45542,408,0,GB,0,Erik Thomas,West Cameron,johnsoncarla@yahoo.com,0,1,1,Firefox,macOS,D38636450,29.6,2,8,1,1,0,-1,0
87,CASH_OUT,46439.15,C811588183,9340.39,0.0,C137338927,29619.0,76058.15,0,0,U186498,126,0,US,0,Clayton Scott,East Lisa,johnnymartinez@gmail.com,0,0,4,Samsung Internet,Android,D90903572,140.5,15,3,0,1,0,-1,0
514,CASH_OUT,2218.3,C926494504,2192.02,0.0,C837536466,18912.78,21131.08,0,0,U15478,496,0,DE,0,Virginia Smith,Christopherton,alan93@yahoo.com,0,0,0,Firefox,macOS,D68423909,90.6,10,21,0,1,0,-1,0
432,PAYMENT,2588.24,C583723128,8919.97,6331.73,M621492846,0.0,0.0,0,0,U165360,123,0,VN,0,Tyler Keith,Rebeccaton,christopheroliver@outlook.com,0,0,1,Edge,Windows,D13282686,99.8,0,18,1,1,0,-1,0
628,CASH_IN,10050.55,C419191233,1681.9,11732.45,C890413706,107829.37,117879.92,0,0,U6833,584,0,PH,0,Michael Hernandez,North Jonathan,dacevedo@proton.me,0,1,0,Safari,Windows,D62323480,109.1,4,26,1,2,1,604,0
704,PAYMENT,9943.3,C100179750,1895.12,0.0,M108603401,0.0,0.0,0,0,U162236,1238,1,CN,0,April Nguyen,Littleton,thompsoncassandra@gmail.com,0,0,0,Firefox,iOS,D11310785,7.2,8,29,0,3,2,267,0
421,CASH_OUT,7685.41,C630712809,16004.37,8318.96,C459741799,5511.19,13196.6,0,0,U52846,391,0,FR,0,Michael Conley,Lake Robert,smithjames@yahoo.com,0,1,0,Edge,macOS,D22069368,75.7,13,17,0,1,0,-1,0
20,CASH_OUT,1833.67,C815394931,25204.34,23370.67,C218771679,4280.75,6114.42,0,0,U186059,238,0,GB,0,Jeffrey Hess,Lake Corey,caleb38@gmail.com,0,1,0,Opera,Android,D82343457,111.6,20,0,0,1,0,-1,0
116,CASH_OUT,3741.06,C821964582,939.8,0.0,C965870005,3285.34,7026.4,0,0,U183131,818,0,DE,0,William Porter,Collinsville,raysandra@icloud.com,0,0,0,Opera,Android,D98463988,344.5,20,4,0,1,0,-1,0
367,CASH_IN,419.61,C945384638,4437.39,4857.0,C275380927,14097.43,14517.04,0,0,U123180,168,0,US,0,Kevin Reid,Port Joshua,jacob92@outlook.com,0,1,0,Firefox,Android,D13375201,73.1,7,15,0,2,0,-1,0
701,CASH_IN,69644.85,C773147786,17202.91,86847.76,C369089382,6548.58,76193.43,0,0,U97133,623,0,IN,0,Anthony Maldonado,Timothychester,ismith@hotmail.com,0,0,0,Chrome,macOS,D60063855,146.3,5,29,1,1,0,-1,0
256,CASH_IN,3093.52,C379533243,24789.03,27882.55,C500567898,7383.95,10477.47,0,0,U58528,400,0,IN,0,Rebecca Bell,Combsmouth,katrina52@icloud.com,0,0,0,Opera,Android,D56463026,58.2,16,10,0,3,0,-1,0
17,CASH_OUT,988.6,C377667811,2335.4,1346.8,C640277144,10346.13,11334.73,0,0,U130261,200,0,IN,0,Shane Harris,West Kimberly,manuel73@hotmail.com,0,1,0,Firefox,Windows,D28350337,402.5,17,0,0,1,0,-1,0
20,PAYMENT,14729.48,C175647615,6519.98,0.0,M973903547,0.0,0.0,0,0,U186129,215,0,DE,1,Robert Robinson,West Madison,jonathanvargas@trashmail.com,0,0,0,Chrome,Android,D27537768,82.2,20,0,0,1,0,-1,0
340,CASH_OUT,4793.09,C754554634,167748.4,162955.31,C791330023,665.66,5458.75,0,0,U85177,290,0,VN,0,Matthew Garcia,Kelleyview,andrewkrueger@icloud.com,0,0,1,Safari,Windows,D82478252,458.0,4,14,1,1,0,-1,0
84,CASH_OUT,2565.95,C987154706,18708.55,16142.6,C742707226,3722.59,6288.54,0,0,U93099,866,0,IN,0,Jon Daniels,South Richard,xlee@hotmail.com,0,0,0,Safari,Android,D87986482,118.5,12,3,0,2,0,-1,0
728,CASH_OUT,2359.56,C853900233,213670.96,211311.4,C938442562,16042.58,18402.14,0,0,U178598,286,0,VN,0,Michael Patrick,South Russell,careyjoseph@gmail.com,0,0,0,Opera,macOS,D22117494,33.9,8,30,0,2,1,526,0
216,CASH_OUT,18872.41,C136859549,5094.59,0.0,C513731460,29409.78,48282.19,0,0,U112870,149,0,BR,0,Michael Kelly,Wheelerton,karen83@hotmail.com,0,0,2,Samsung Internet,Android,D53053469,33.4,0,9,1,2,1,213,0
684,CASH_IN,9077.4,C184608204,12286.89,21364.29,C124965175,16175.92,25253.32,0,0,U110008,285,0,DE,0,Debra Brooks,Markport,lauren95@outlook.com,0,0,3,Safari,macOS,D22735364,203.9,12,28,0,1,0,-1,0
177,PAYMENT,728.67,C761907623,2905.0,2176.33,M667538108,0.0,0.0,0,0,U65826,340,0,US,0,Chelsea Wade,South Darlene,ccherry@proton.me,0,0,0,Opera,Android,D20034537,95.3,9,7,0,2,0,-1,0
173,CASH_IN,2854.14,C791151938,9997.27,12851.41,C800906091,3005.44,5859.58,0,0,U42068,322,0,BR,0,Andrea Wheeler,Brandonshire,hayeskim@gmail.com,1,0,0,Opera,Linux,D43778047,22.1,5,7,1,2,0,-1,0
656,PAYMENT,679.99,C801019864,45616.37,44936.38,M546744306,0.0,0.0,0,0,U185315,1979,0,GB,0,Michael Gonzalez,West Charles,alejandraclarke@outlook.com,0,0,0,Firefox,Linux,D83922709,27.3,8,27,0,1,0,-1,0
198,CASH_IN,3558.27,C960980040,15793.55,19351.82,C649624945,1914.21,5472.48,0,0,U107908,187,0,GB,0,Dale Knight,North Stephaniemouth,amybolton@gmail.com,0,1,0,Chrome,macOS,D22377028,154.1,6,8,0,1,0,-1,0
181,PAYMENT,18843.54,C208536183,5673.32,0.0,M983452134,0.0,0.0,0,0,U185236,232,0,DE,0,Debra White,Flynnshire,williamstracie@icloud.com,0,0,1,Safari,Windows,D17959936,31.6,13,7,0,2,0,-1,0
548,CASH_OUT,881.07,C797414974,13372.57,12491.5,C250998322,1462.06,2343.13,0,0,U151386,565,0,PH,0,Shane Christian,North Allisonchester,garywilson@proton.me,0,0,0,Safari,macOS,D38327025,39.9,20,22,0,3,2,116,0
467,CASH_IN,2174.63,C311766634,12974.18,15148.81,C779474588,18179.39,20354.02,0,0,U119712,187,0,US,0,Timothy Hayes,Colemanton,stanleykimberly@yahoo.com,0,0,0,Safari,macOS,D15141367,41.7,11,19,0,1,0,-1,0
306,CASH_IN,2795.87,C629518398,35600.99,38396.86,C585225171,3164.7,5960.57,0,0,U181116,181,0,DE,0,Julie Campbell,Kingview,manncheryl@yahoo.com,0,0,0,Edge,Android,D18605482,171.3,18,12,0,2,1,146,0
590,CASH_OUT,2147.78,C305863434,6638.21,4490.43,C701976122,2056.25,4204.03,0,0,U61127,798,0,FR,0,Juan Haynes,Buchanantown,gpage@gmail.com,1,0,1,Opera,Linux,D17050868,997.6,14,24,0,4,1,215,0
618,CASH_IN,1088.51,C698577811,58619.81,59708.32,C824889057,1809.61,2898.12,0,0,U158178,336,0,FR,0,Grace Carter,Sharonview,andrea33@icloud.com,0,0,1,Firefox,Linux,D83030165,113.1,18,25,0,1,0,-1,0
363,CASH_OUT,6557.0,C416294938,7761.75,1204.75,C320065290,233118.86,239675.86,0,0,U183499,799,0,IN,0,Elizabeth Miller,Benderfurt,qkelly@proton.me,0,0,1,Opera,Android,D91335940,228.1,3,15,1,1,0,-1,0
329,PAYMENT,1820.88,C893918655,20087.25,18266.37,M984343562,0.0,0.0,0,0,U184405,209,0,DE,0,David Carey,North Joshua,amberrodriguez@outlook.com,0,0,1,Chrome,iOS,D50099968,468.5,17,13,0,1,0,-1,0
178,CASH_OUT,11969.5,C879701475,8916.23,0.0,C773275071,3396.48,15365.98,0,0,U50001,657,0,IN,0,Raymond Taylor,West Robert,ssimpson@proton.me,0,0,0,Edge,Windows,D85184780,78.3,10,7,0,2,1,7,1
221,CASH_OUT,4399.95,C410954967,2758.94,0.0,C430864257,14783.13,19183.08,0,0,U79156,1138,0,PH,0,Rodney Jones,North Paulfurt,lfranco@proton.me,0,0,0,Samsung Internet,macOS,D52939281,345.6,5,9,1,1,0,-1,0
428,CASH_OUT,253.05,C742634828,4518.33,4265.28,C329169242,11265.21,11518.26,0,0,U97400,268,0,BR,0,Oscar Villanueva,Flemingshire,tanyadavis@hotmail.com,0,1,1,Safari,Windows,D12139188,50.7,20,17,0,1,0,-1,0
592,PAYMENT,3426.24,C398871193,7662.31,4236.07,M112205226,0.0,0.0,0,0,U129515,444,0,IN,0,Melissa Castillo,East Gerald,fgates@hotmail.com,0,0,2,Safari,Windows,D51254107,303.0,16,24,0,2,1,476,0
139,CASH_OUT,2518.1,C695547309,6968.43,4450.33,C576714157,98490.23,101008.33,0,0,U65062,319,0,VN,0,April Adams,Andersonview,youngmichelle@outlook.com,0,0,2,Edge,Android,D81345162,75.8,19,5,0,1,0,-1,0
77,CASH_OUT,673.04,C910403558,8137.97,7464.93,C280207646,16422.36,17095.4,0,0,U163364,488,0,GB,0,John Oconnell,Cunninghamburgh,kayla89@hotmail.com,1,0,0,Chrome,Windows,D59256514,92.1,5,3,1,2,0,-1,0
518,PAYMENT,1647.34,C195339439,7185.49,5538.15,M520670061,0.0,0.0,0,0,U140299,532,0,VN,0,Sean Jackson,Debrashire,samuel67@gmail.com,1,0,0,Chrome,Android,D69305353,51.2,14,21,0,1,0,-1,0
51,PAYMENT,477.88,C521773306,7345.48,6867.6,M209974079,0.0,0.0,0,0,U53010,582,0,BR,1,Patty Moore,Santosmouth,julie75@10minutemail.com,1,0,0,Chrome,Linux,D33705494,123.8,3,2,1,1,0,-1,0
184,CASH_IN,558.11,C541203270,24800.48,25358.59,C914243889,5099.13,5657.24,0,0,U49752,277,0,GB,0,Molly Ward,New Jesse,pbowman@icloud.com,0,0,0,Firefox,iOS,D86878916,61.5,16,7,0,1,0,-1,0
129,PAYMENT,3837.26,C916501264,266816.93,262979.67,M382468420,0.0,0.0,0,0,U82724,116,0,IN,0,Courtney Johnson,Bridgeston,zhenry@outlook.com,0,0,0,Edge,Linux,D93338193,57.1,9,5,0,1,0,-1,0
390,CASH_IN,4933.06,C879699269,1409.79,6342.85,C230098694,9285.28,14218.34,0,0,U184603,512,0,BR,0,Wanda Huang,Adamfort,bobbyshannon@proton.me,0,1,2,Edge,Linux,D93354861,147.0,6,16,0,3,1,79,0
425,CASH_IN,1678.79,C242723326,6109.45,7788.24,C929712668,32595.26,34274.05,0,0,U124910,1187,0,DE,0,Mrs. Patricia Willis,West Kari,darlene81@gmail.com,1,0,0,Safari,iOS,D82575237,268.4,17,17,0,1,0,-1,0
243,CASH_OUT,6461.61,C233232528,11893.3,5431.69,C873336214,2555.64,9017.25,0,0,U97236,334,0,IN,0,Jason Stephens,East Michael,cynthiaanderson@outlook.com,0,0,0,Edge,iOS,D40127914,23.4,3,10,1,2,1,86,0
664,CASH_OUT,5509.35,C669504028,3331.17,0.0,C398973707,61800.14,67309.49,0,0,U162742,481,0,FR,1,Richard Robinson,South Donald,ifrazier@tempmail.com,0,0,0,Edge,iOS,D27128559,43.7,16,27,0,1,0,-1,0
307,CASH_OUT,2052.36,C962036621,64218.67,62166.31,C497561050,43297.23,45349.59,0,0,U67562,375,0,PH,0,Jeffrey Reed,Tracychester,xclark@gmail.com,0,0,1,Edge,Linux,D58605395,628.0,19,12,0,1,0,-1,0
384,CASH_IN,8173.34,C754782377,1590.45,9763.79,C827152323,23731.12,31904.46,0,0,U181388,2293,1,NG,0,Lauren Moody,Payneland,lisamccoy@outlook.com,0,1,0,Samsung Internet,Android,D32350886,440.7,0,16,1,1,0,-1,0
111,PAYMENT,4172.08,C231756308,4747.82,575.74,M923729842,0.0,0.0,0,0,U62468,194,0,DE,0,Laura Warner,Amandafurt,gary27@proton.me,0,0,0,Firefox,Windows,D92658691,47.3,15,4,0,2,1,51,0
219,PAYMENT,34164.98,C676232878,5770.25,0.0,M390037130,0.0,0.0,0,0,U147825,247,0,VN,0,Debra Freeman DDS,Port Kellishire,erinbarton@icloud.com,0,0,0,Edge,Linux,D11926041,322.9,3,9,1,1,0,-1,0
425,PAYMENT,56101.83,C142912675,3427.31,0.0,M490775408,0.0,0.0,0,0,U85298,397,0,BR,0,Tanya Garcia,Huertaburgh,mark49@hotmail.com,1,0,0,Safari,iOS,D74047645,147.5,17,17,0,1,0,-1,0
152,PAYMENT,307.04,C890809355,28749.84,28442.8,M377647017,0.0,0.0,0,0,U98078,71,0,IN,1,Erica Burke,Harveyside,ptorres@mailinator.com,0,0,0,Firefox,Windows,D27287826,359.9,8,6,0,2,0,-1,0
380,CASH_IN,6200.35,C231397823,1366.27,7566.62,C210496298,317.23,6517.58,0,0,U632,479,0,IN,0,Tiffany Hood,Gibsonview,anthonystevens@outlook.com,1,0,1,Edge,Linux,D75346548,172.4,20,15,0,1,0,-1,0
149,PAYMENT,1226.64,C334011427,6543.41,5316.77,M338185946,0.0,0.0,0,0,U126344,576,0,IN,0,Anthony Douglas,East Markburgh,alicebaker@yahoo.com,0,1,0,Opera,Windows,D70617788,702.8,5,6,1,1,0,-1,0
259,CASH_IN,6132.53,C640134120,6836.62,12969.15,C403135990,3746.17,9878.7,0,0,U171994,387,0,PH,0,Thomas Patterson,South Valerie,theodorejackson@gmail.com,0,1,0,Safari,iOS,D80719964,35.1,19,10,0,1,0,-1,0
489,TRANSFER,382.59,C650094676,45062.31,44679.72,C770195499,1594.4,1976.99,0,0,U120242,301,0,US,0,Mrs. Anita Sutton,New Benjamin,xwhite@yahoo.com,0,0,0,Opera,Windows,D17739295,260.3,9,20,0,1,0,-1,0
131,CASH_OUT,1145.85,C973435055,9779.67,8633.82,C918136158,48068.62,49214.47,0,0,U160533,458,0,IN,1,Amy Lane,East Gabrielaland,hmurray@trashmail.com,1,0,2,Safari,Linux,D15127044,460.4,11,5,0,1,0,-1,0
367,CASH_OUT,2118.77,C498287590,76216.12,74097.35,C332460350,13293.23,15412.0,0,0,U176593,254,0,IN,0,Steven Jones MD,New Glendamouth,joseph45@icloud.com,0,0,0,Chrome,Android,D97788589,18.2,7,15,0,1,0,-1,0
549,PAYMENT,10007.35,C579963462,10193.63,186.28,M381756761,0.0,0.0,0,0,U49574,491,1,NG,0,Dana Stark,West Meredith,blackdavid@outlook.com,1,0,0,Firefox,macOS,D53523904,261.9,21,22,0,1,0,-1,0
687,CASH_IN,2073.01,C489199242,38891.43,40964.44,C568406125,56565.24,58638.25,0,0,U145097,2088,0,PH,0,Charles Harrington,Port Jason,andrea96@proton.me,0,1,0,Samsung Internet,Windows,D51873439,368.9,15,28,0,2,1,66,0
214,CASH_OUT,1949.91,C646174109,5610.3,3660.39,C803765632,17219.96,19169.87,0,0,U36636,309,0,IN,0,Sonya Marshall,Zimmermanborough,rprince@hotmail.com,0,0,0,Firefox,macOS,D28422077,142.1,22,8,0,1,0,-1,0
520,CASH_OUT,2132.84,C815023681,253111.7,250978.86,C746227924,5739.17,7872.01,0,0,U121022,217,0,DE,0,William Riley,Tylerchester,hgonzalez@proton.me,0,0,0,Samsung Internet,Windows,D42967768,347.1,16,21,0,3,2,108,0
427,CASH_OUT,2759.51,C305182902,2625.39,0.0,C211531020,47997.29,50756.8,0,0,U60999,1114,0,IN,0,Kristine Lewis,Deborahville,robertmiles@icloud.com,1,0,0,Chrome,Linux,D73419504,52.7,19,17,0,1,0,-1,0
311,PAYMENT,20735.74,C670949072,3919.95,0.0,M637227641,0.0,0.0,0,0,U50016,323,0,DE,1,Rick Gay,Port Amberfort,pross@10minutemail.com,0,0,0,Edge,Windows,D55041524,135.4,23,12,0,3,2,136,0
725,CASH_OUT,214.04,C840874237,3362.9,3148.86,C841000861,4239.09,4453.13,0,0,U51617,420,0,VN,0,Jill Yoder,North Gabrielburgh,iford@yahoo.com,0,0,0,Opera,macOS,D76227647,50.3,5,30,1,3,2,419,0
75,CASH_OUT,3100.28,C626110949,72558.03,69457.75,C460373541,28935.31,32035.59,0,0,U144554,391,0,IN,1,Patrick Wilson,Schmidtmouth,jamesray@mailinator.com,0,0,1,Edge,iOS,D97955934,641.8,3,3,1,2,0,-1,0
403,CASH_IN,3472.47,C534303395,3251.52,6723.99,C302599450,7452.48,10924.95,0,0,U147109,578,0,DE,0,Craig Garcia,North George,aolson@hotmail.com,0,0,0,Chrome,Linux,D75892207,180.7,19,16,0,2,0,-1,0
475,PAYMENT,1505.29,C932577475,5928.68,4423.39,M608776488,0.0,0.0,0,0,U134223,258,1,RU,0,Kathryn Palmer,North Gloria,brownfrances@outlook.com,0,1,0,Edge,Linux,D84456944,198.5,19,19,0,1,0,-1,0
329,TRANSFER,881.81,C713593182,7618.54,6736.73,C576002828,24353.02,25234.83,0,0,U131368,226,0,IN,0,Andrew Jimenez,Douglasside,lori07@gmail.com,0,0,0,Opera,Linux,D15175250,29.2,17,13,0,1,0,-1,0
368,PAYMENT,229.15,C837736207,4687.25,4458.1,M627386020,0.0,0.0,0,0,U159846,86,0,VN,0,Kelly Cortez,Lake Jesseland,nharris@gmail.com,0,0,0,Edge,Linux,D35496073,224.8,8,15,0,2,1,82,0
469,CASH_IN,1055.14,C311348394,2020.31,3075.45,C320876388,4328.3,5383.44,0,0,U189395,480,0,BR,0,Chelsea Ward,Paigefurt,jonesethan@hotmail.com,0,0,0,Chrome,Windows,D88463246,163.7,13,19,0,3,2,245,0
125,CASH_OUT,564.35,C994812489,20579.45,20015.1,C216413446,2759.7,3324.05,0,0,U124639,229,0,VN,0,Kayla Castaneda,Lake Nicholas,russellrice@outlook.com,0,0,1,Edge,macOS,D43142526,289.2,5,5,1,1,0,-1,0
163,PAYMENT,16840.13,C276592228,5320.35,0.0,M807208625,0.0,0.0,0,0,U76566,549,0,VN,0,Jon Wright,Craigview,anelson@outlook.com,0,0,0,Edge,iOS,D15507894,56.0,19,6,0,1,0,-1,0
662,CASH_IN,185.41,C206118256,48175.26,48360.67,C644428990,24792.41,24977.82,0,0,U29035,524,0,BR,0,Melvin Randolph,Veronicaland,sweeneycharles@gmail.com,0,0,0,Samsung Internet,macOS,D52169444,61.6,14,27,0,1,0,-1,0
636,CASH_OUT,512.8,C634084342,1812.2,1299.4,C122883957,157448.49,157961.29,0,0,U71637,480,0,VN,0,Angel Kelly,North Joshuaburgh,hscott@hotmail.com,0,0,1,Samsung Internet,iOS,D80177621,220.4,12,26,0,2,1,147,0
6,CASH_OUT,71035.61,C919406824,38262.5,0.0,C106300881,103206.26,174241.87,0,0,U10260,682,0,US,0,Zachary Lucas,Michellefurt,rebecca34@icloud.com,0,0,0,Firefox,Android,D65609838,25.4,6,0,0,1,0,-1,0
669,CASH_OUT,2452.13,C395870114,6136.35,3684.22,C180360739,1591.83,4043.96,0,0,U6973,116,0,DE,0,Karen Mcdaniel DDS,East Shelley,jenningswendy@proton.me,0,0,0,Opera,Android,D43614587,54.4,21,27,0,1,0,-1,0
436,PAYMENT,3879.82,C409172405,29720.61,25840.79,M926146263,0.0,0.0,0,0,U199209,173,0,PH,0,Hannah Gilmore,Scotthaven,fthompson@yahoo.com,0,1,0,Safari,macOS,D81768341,42.8,4,18,1,1,0,-1,0
112,CASH_IN,8659.33,C999363635,41153.17,49812.5,C592969791,2844.7,11504.03,0,0,U151141,788,0,IN,0,Calvin Alexander,West Sierra,hmacias@gmail.com,1,0,0,Edge,Windows,D17581125,352.6,16,4,0,1,0,-1,0
212,CASH_OUT,266.21,C343610554,523.25,257.04,C865496047,91391.43,91657.64,0,0,U186936,1054,0,US,0,Sheryl Garcia,Courtneytown,lrosario@icloud.com,0,0,0,Opera,Windows,D54092109,104.4,20,8,0,2,0,-1,0
221,CASH_OUT,2212.4,C445451987,50617.64,48405.24,C410409179,978.65,3191.05,0,0,U181520,423,0,PH,0,Eric Kaiser,West Jason,jeffhoward@icloud.com,0,0,0,Firefox,macOS,D12208790,155.4,5,9,1,1,0,-1,0
43,PAYMENT,4306.34,C513058401,6708.21,2401.87,M190956384,0.0,0.0,0,0,U174146,193,0,GB,1,Robert Davis MD,Port Anthony,larsonjohn@10minutemail.com,0,0,0,Opera,Android,D56538669,79.7,19,1,0,1,0,-1,0
234,PAYMENT,14630.66,C663609635,11787.49,0.0,M402976528,0.0,0.0,0,0,U12402,386,0,PH,0,Jason Mckinney,West Barbarabury,mitchellnicole@outlook.com,0,0,0,Opera,Linux,D70533014,65.4,18,9,0,1,0,-1,0
602,CASH_OUT,4915.65,C169111131,8242.41,3326.76,C741993575,16835.37,21751.02,0,0,U186547,238,1,RU,0,Haley Kelly,Pamelashire,travisruiz@yahoo.com,0,0,0,Safari,macOS,D14109745,46.4,2,25,1,2,0,-1,0
457,CASH_OUT,15010.11,C394907446,7863.16,0.0,C748638800,5899.56,20909.67,0,0,U102617,511,0,GB,0,William Williams,South Brian,melissarobles@proton.me,0,0,0,Opera,macOS,D29446794,125.5,1,19,1,2,1,151,0
334,CASH_IN,521.42,C546522288,1517.32,2038.74,C817264774,2291.91,2813.33,0,0,U57338,194,0,BR,1,Chelsea Cruz,South Johnnychester,townsendchristine@guerrillamail.com,0,0,1,Chrome,Android,D50509659,278.3,22,13,0,2,0,-1,0
49,CASH_OUT,936.19,C534808939,3301.88,2365.69,C880694517,6754.81,7691.0,0,0,U47915,731,1,NG,0,Paul Cummings,Port Hannah,thomaswilliam@gmail.com,0,0,1,Firefox,macOS,D99943437,95.3,1,2,1,3,0,-1,0
586,CASH_OUT,1243.11,C266116555,7583.67,6340.56,C215663734,51412.56,52655.67,0,0,U61254,417,0,DE,0,William Frank,Baileyview,ginarodriguez@icloud.com,0,0,0,Opera,macOS,D95767633,365.0,10,24,0,2,1,374,0
482,PAYMENT,15763.6,C633478183,4335.54,0.0,M760731709,0.0,0.0,0,0,U92740,251,0,US,0,Ashlee King,Davidside,nguyenbrian@outlook.com,1,0,1,Edge,macOS,D80135135,869.2,2,20,1,1,0,-1,0
346,CASH_OUT,1988.22,C801472384,10176.8,8188.58,C149795730,6120.5,8108.72,0,0,U129991,609,0,DE,0,Amber Atkinson,Sandovalville,michelle54@hotmail.com,1,0,0,Opera,Android,D84060654,23.7,10,14,0,1,0,-1,0
592,CASH_OUT,20718.88,C691501590,4471.16,0.0,C242700060,207829.79,228548.67,0,0,U76352,368,0,DE,0,Mrs. Jasmine Spencer MD,Amberberg,jamie47@icloud.com,1,0,2,Firefox,Android,D25432421,86.2,16,24,0,1,0,-1,0
343,TRANSFER,5923.23,C466921043,4063.3,0.0,C796717875,2242.97,8166.2,0,0,U25019,104,0,IN,0,Arthur Ward,Juliemouth,amy78@icloud.com,0,0,0,Firefox,Windows,D31348380,58.0,7,14,0,1,0,-1,0
209,PAYMENT,633.19,C269483812,24196.52,23563.33,M297770432,0.0,0.0,0,0,U12352,174,0,DE,0,Travis Villarreal,Lisafurt,patricialandry@hotmail.com,0,0,0,Firefox,macOS,D98848275,91.1,17,8,0,1,0,-1,0
478,CASH_IN,1447.03,C984511648,1631.12,3078.15,C218771679,6263.67,7710.7,0,0,U99125,125,0,BR,0,Amanda Brennan,Olsonville,carramy@hotmail.com,0,0,0,Chrome,Linux,D59458385,245.9,22,19,0,1,0,-1,0
583,TRANSFER,25930.38,C353643488,29059.26,3128.88,C233240044,67410.63,93341.01,0,0,U181599,900,0,DE,0,Christine Benitez,Susanside,leedeborah@icloud.com,1,0,1,Samsung Internet,Windows,D36694696,99.5,7,24,0,1,0,-1,0
251,CASH_OUT,6576.23,C391242278,933.55,0.0,C180259317,5176.56,11752.79,0,0,U35670,310,0,BR,0,Travis Keith,Iantown,susan30@icloud.com,1,0,1,Samsung Internet,Linux,D50056469,30.1,11,10,0,1,0,-1,0
